file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,simplicity,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff,gabor_0,gabor_15,gabor_30,gabor_45,gabor_60,gabor_75,gabor_90,gabor_105,gabor_120,gabor_135,gabor_150,gabor_165,EH_0,EH_1,EH_2,EH_3,EH_4,EH_5,EH_6,EH_7,EH_8,EH_9,EH_10,EH_11,EH_12,EH_13,EH_14,EH_15,EH_16,entropy
0164,1280,720,0.358859,0.628931,0.135882,0.329964,0.578289,0.145346,0.311177,0.545363,0.154067,0.329251,0.577972,0.139331,10.5487,11.0767,10.0206,11.9525,3,0.0519584,0.0528591,0.0701754,0.00314407,0.00877193,0.00244238,0.131919,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,0.598258
0165,1280,720,0.33421,0.434703,0.108714,0.33059,0.429995,0.114811,0.335199,0.43599,0.123947,0.970068,0.423502,0.11035,10.5725,11.1062,10.0389,11.9841,3,0.110647,0.11481,0.0252525,0.00087187,0,0.00320856,0.135383,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,3,1,1,4,1,1,2,2,2,2,4,0.601938
0166,1280,720,0.352709,0.342415,0.176995,0.319132,0.309817,0.173504,0.328159,0.318582,0.19678,0.267016,0.314262,0.173141,10.5607,11.1028,10.0185,11.9688,3,0.141087,0.147929,0.358824,0.0364272,0.0352941,0.0316032,0.0884396,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,4,1,1,1,4,1,1,1,4,1,1,3,1,0.501482
0167,1280,720,0.376672,0.62758,0.170198,0.340892,0.567965,0.156896,0.282436,0.470572,0.138502,0.289551,0.563249,0.155299,10.5554,11.0974,10.0134,11.9625,3,0.0597854,0.0609808,0.861538,0.153398,0.815385,0.0667873,0.0758115,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,2,2,1,1,2,2,3,1,4,2,0.568268
0168,1280,720,0.299094,0.457505,0.147907,0.346073,0.529367,0.180201,0.354833,0.542766,0.182427,0.156901,0.499311,0.158761,10.5453,11.0831,10.0075,11.9501,3,0.0359129,0.0363409,0.0434783,0.00146966,0,0.00315431,0.0777805,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,4,4,2,2,4,2,2,2,4,2,2,2,4,0.561365
0169,1280,720,0.338463,0.321341,0.228885,0.326195,0.309694,0.244699,0.335342,0.318378,0.281474,0.102906,0.307877,0.238973,10.5368,11.0805,9.99311,11.9409,3,0.058232,0.0593662,0.868421,0.173487,0,0.233204,0.0594825,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,1,1,1,4,1,4,1,4,1,1,1,1,0.487454
0170,1280,720,0.353331,0.287088,0.0733765,0.332542,0.270197,0.0712979,0.314127,0.255234,0.065681,0.26229,0.268178,0.0696632,10.5298,11.0685,9.99114,11.9326,3,0.0847414,0.0871653,0.0795455,0.00425678,0,0.00962567,0.0801157,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,1,1,4,4,2,1,4,2,2,2,2,4,0.485055
0171,1280,720,0.334407,0.391127,0.0719358,0.354455,0.414576,0.0694471,0.311138,0.363911,0.0715323,0.937667,0.393754,0.06818,10.5474,11.0853,10.0095,11.9528,3,0.0412989,0.0418659,0,0,0,0,0.122174,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,2,4,3,3,4,4,2,2,2,2,2,2,2,0.632339
0172,1280,720,0.326074,0.179577,0.0980432,0.333913,0.183894,0.0969642,0.340013,0.187253,0.109015,0.222206,0.179297,0.0964696,10.5281,11.0569,9.99918,11.9316,3,0.135624,0.141942,0.0331492,0.00120612,0,0.00205828,0.0815713,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,4,4,2,1,4,1,4,1,2,2,2,2,2,0.466268
0173,1280,720,0.323867,0.590216,0.077332,0.329571,0.600612,0.084283,0.346562,0.631576,0.0877245,0.335759,0.589153,0.0789135,10.5404,11.0553,10.0255,11.9477,3,0.0233367,0.0235168,0,0,0,0,0.129453,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.611482
0174,1280,720,0.34891,0.443582,0.0396788,0.340795,0.433265,0.0377196,0.310295,0.39449,0.0381995,0.670274,0.423317,0.0369361,10.6121,11.1286,10.0957,12.0293,3,0.0322749,0.0326195,0.0752688,0.0031551,0,0.0145267,0.173917,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,1,1,1,1,1,1,3,4,1,4,4,0.653191
0175,1280,720,0.288042,0.46442,0.0478355,0.352131,0.567754,0.0543312,0.359827,0.580162,0.0434503,0.751786,0.527567,0.0472962,10.6288,11.1342,10.1234,12.0447,3,0.0956369,0.0987258,0.045977,0.00202047,0,0.00378634,0.180787,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.596048
0176,640,358,0.293113,0.623758,0.120615,0.320939,0.682971,0.102861,0.385948,0.821313,0.0785382,0.0576571,0.667501,0.101145,10.5963,11.1012,10.0915,12.0076,3,0.0202971,0.0204329,0,0,0,0,0.0681336,0.3,0.5,0.0954667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,1,1,1,1,1,2,1,4,2,1,0.488929
0177,1280,720,0.366343,0.519135,0.140501,0.301284,0.426942,0.163574,0.332372,0.470995,0.175319,0.128446,0.4503,0.146777,10.5764,11.0835,10.0692,11.9869,3,0.164623,0.17401,0.202532,0.0110209,0,7.44602e-05,0.0597257,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,4,1,2,1,4,4,1,4,1,4,1,0.565677
0178,480,360,0.32152,0.430046,0.0972976,0.386265,0.516647,0.109248,0.292215,0.39085,0.0844055,0.190968,0.466922,0.0983445,10.5824,11.0879,10.077,11.9922,3,0.0103037,0.0103386,0.0232558,0.00156977,0,0.00738714,0.132673,0.151613,0.252688,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,4,1,2,3,2,4,4,3,3,1,2,4,0.632657
0179,1280,720,0.283854,0.309118,0.11354,0.320017,0.348499,0.170111,0.396129,0.431386,0.257769,0.134162,0.338976,0.151757,10.5312,11.0379,10.0245,11.9346,3,0.189307,0.201845,0.0144928,0.000360369,0,0,0.115468,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,4,1,1,1,4,1,1,1,4,3,1,4,1,0.329727
0180,1280,720,0.339367,0.733711,0.152615,0.334803,0.723844,0.155135,0.325831,0.704446,0.142915,0.245905,0.710227,0.148807,10.5169,11.0207,10.0131,11.9176,3,0.0716419,0.0733674,0.119658,0.00733496,0,0.0074912,0.0895326,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,1,1,1,1,1,1,4,4,1,1,1,1,0.514687
0181,1280,720,0.338707,0.528723,0.105315,0.330546,0.515984,0.113467,0.330747,0.516298,0.123964,0.630629,0.509526,0.107158,10.5322,11.0295,10.035,11.9368,3,0.102641,0.106219,0.0879121,0.00298177,0,0.00831717,0.129373,0.299698,0.499496,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.615059
0182,1280,720,0.333923,0.458487,0.092777,0.331987,0.45583,0.113387,0.33409,0.458717,0.133067,0.599828,0.447853,0.104861,10.5658,11.0648,10.0669,11.9754,3,0.0481022,0.0488727,0.133333,0.00600412,0.00555556,0.0181663,0.139841,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,1,1,4,4,1,1,4,4,2,2,2,2,1,0.6177
0183,1280,720,0.336368,0.331834,0.113488,0.320875,0.316549,0.113684,0.342756,0.338136,0.127043,0.190007,0.31713,0.11096,10.5507,11.0447,10.0566,11.9577,3,0.0567053,0.0577797,0.237805,0.0128445,0,0.0294237,0.0932665,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,4,1,1,1,4,1,1,1,2,2,2,2,1,0.507675
0184,1280,720,0.335889,0.491065,0.212307,0.335897,0.491077,0.225134,0.328215,0.479846,0.231432,0.212223,0.480051,0.215649,10.5337,11.0266,10.0408,11.9394,3,0.140951,0,0.135802,0.0119305,0.00617284,0.0120068,0.0898332,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,4,1,1,4,4,1,1,4,2,2,1,1,0.532145
0185,640,352,0.348408,0.431536,0.211454,0.324759,0.402245,0.203331,0.326832,0.404813,0.214231,0.265823,0.403345,0.202418,10.529,11.0237,10.0342,11.9379,3,0.13689,0.143329,0.112069,0.00744713,0,0.0056119,0.0866978,0.25,0.416667,0.0938667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,1,2,4,1,2,1,2,2,1,0.513996
0186,1280,720,0.327991,0.452973,0.188192,0.352609,0.486972,0.190066,0.3194,0.441109,0.19015,0.13711,0.462211,0.182121,10.5029,10.9983,10.0076,11.9085,3,0.0753599,0.0772724,0.0504202,0.00451134,0,0.001623,0.0850573,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,1,1,4,1,1,1,4,1,1,1,4,0.560242
0187,1280,720,0.330084,0.410025,0.0786001,0.334342,0.415315,0.0613938,0.335574,0.416844,0.0957267,0.357425,0.405711,0.0624476,10.5061,11.0109,10.0013,11.9123,3,0.111715,0.11597,0.0511628,0.0024547,0,0.00866393,0.0696358,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,0.584879
0188,1280,720,0.331363,0.471249,0.219227,0.332248,0.472507,0.20515,0.336389,0.478396,0.187841,0.541908,0.463399,0.201707,10.5213,11.0411,10.0015,11.9258,3,0.0173794,0.0174791,0.153846,0.0218666,0,0.038371,0.154855,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,0.560334
0189,1280,720,0.364223,0.216867,0.0779264,0.352473,0.209871,0.0754149,0.283304,0.168685,0.0614598,0.176853,0.203157,0.0729785,10.5182,11.0354,10.001,11.9186,3,0.0304038,0.0307103,0.190909,0.0373951,0.0272727,0.0136898,0.106865,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,1,0.497988
0190,1280,720,0.372459,0.730796,0.124695,0.317504,0.62297,0.139083,0.310037,0.608318,0.122792,0.510379,0.64059,0.124732,10.5241,11.0299,10.0182,11.9273,3,0.116199,0.120806,0.0147783,0.000501398,0,0.00050227,0.133872,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0.573521
0191,1280,720,0.339829,0.75208,0.14673,0.330262,0.730908,0.150029,0.329909,0.730126,0.149922,0.163722,0.722887,0.145807,10.5007,11.0084,9.99295,11.8973,3,0.0451723,0.0458526,0.0461538,0.00186859,0,0.0130518,0.0904167,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.49134
0192,1280,720,0.362284,0.452699,0.0499791,0.33081,0.41337,0.0580171,0.306906,0.383501,0.051778,0.467806,0.413334,0.0506971,10.5071,11.0121,10.0021,11.9015,3,0.0779245,0.0799709,0.348571,0.0494708,0.04,0.0454678,0.0711356,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,1,1,4,3,1,1,4,1,1,1,4,1,0.626676
0193,1280,720,0.353293,0.71286,0.132029,0.331963,0.669822,0.115018,0.314745,0.635079,0.107947,0.377825,0.665326,0.113253,10.5066,10.9963,10.017,11.9021,3,0.135159,0.141437,0.0881226,0.00249591,0,0.0185711,0.112401,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,0.594951
0194,1280,720,0.338321,0.477602,0.11823,0.337698,0.476723,0.113816,0.323982,0.45736,0.115088,0.515825,0.465359,0.112718,10.518,11.0137,10.0223,11.9132,3,0.149179,0.156861,0.465587,0.0162425,0,0.0494509,0.133513,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,4,2,1,1,4,2,2,2,4,1,0.586307
0195,1280,720,0.35397,0.571624,0.163283,0.318418,0.514211,0.165024,0.327613,0.529059,0.182717,0.337319,0.522528,0.160958,10.5144,11.0142,10.0145,11.9135,3,0.124579,0.129891,0.455621,0.048193,0.100592,0.0319295,0.0994514,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,4,1,4,4,4,1,4,3,4,2,2,1,4,0.560283
0196,1280,720,0.351592,0.448181,0.150341,0.319436,0.407191,0.147313,0.328971,0.419346,0.162111,0.224702,0.412495,0.145061,10.4818,10.9867,9.97699,11.8789,3,0.22882,0.247426,0.375,0.0441832,0.0912162,0.0414746,0.0868743,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,3,4,1,1,1,4,1,1,1,4,2,4,1,0.579728
0197,1280,720,0.346165,0.89285,0.0618204,0.331436,0.854861,0.0720715,0.322399,0.831553,0.0784136,0.15007,0.846612,0.0672155,10.4579,10.9541,9.96161,11.8475,3,0.0042168,0.00422266,0.0222222,0.00106834,0,0.00201888,0.0804871,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,4,1,2,3,3,2,1,4,1,1,1,1,0.529804
0198,1280,720,0.330517,0.775466,0.092554,0.322172,0.755887,0.0801465,0.347311,0.814869,0.0569485,0.177039,0.753327,0.0785486,10.43,10.9211,9.93896,11.8132,3,0.0230913,0.0232682,0.154472,0.00533828,0.00406504,0.00743663,0.0712312,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,1,2,2,2,1,1,1,4,4,1,1,1,1,0.504212
0199,1280,720,0.49013,0.274552,0.0493049,0.318041,0.178154,0.0311884,0.191829,0.107456,0.0190217,0.443099,0.194855,0.0329661,10.4248,10.9151,9.93444,11.8058,3,0.120698,0.125693,0.038961,0.00387006,0,0,0.0737875,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,1,4,1,2,2,3,1,4,4,2,1,5,4,0.532839
0200,1280,720,0.323355,0.478389,0.0767473,0.315203,0.466329,0.0712752,0.361442,0.534736,0.0789246,0.677749,0.468258,0.0684495,10.4539,10.9455,9.96243,11.8365,3,0.0537065,0.0546724,0.0352941,0.00107016,0,0.00608997,0.193681,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,3,2,1,3,2,3,4,3,4,3,4,3,0.639095
0201,1280,720,0.293062,0.42494,0.0701791,0.320167,0.464241,0.0651816,0.386771,0.560817,0.127087,1,0.454251,0.0647781,10.4694,10.9636,9.97526,11.8554,3,0.0447227,0.0453901,0.049505,0.00251031,0,0.00242671,0.153638,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,4,1,1,4,4,1,1,4,3,1,1,4,0.60188
0202,1280,720,0.362252,0.490951,0.169764,0.340269,0.461158,0.161563,0.297479,0.403165,0.147213,0.370243,0.454215,0.157173,10.4873,10.9895,9.98507,11.8767,3,0.113895,0.118323,0.118881,0.00987726,0.00699301,0.0175511,0.131039,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,0.576698
0203,1280,720,0.348884,0.394054,0.19615,0.342052,0.386337,0.19942,0.309065,0.349079,0.192108,0.468606,0.37675,0.193167,10.4987,11.0092,9.98811,11.8878,3,0.029337,0.0296225,0.294872,0.0168505,0,0.0319088,0.109714,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.571001
0204,1280,720,0.356947,0.464589,0.0382319,0.369921,0.481475,0.0586763,0.273132,0.355499,0.0480337,0.348738,0.452903,0.0439946,10.4686,10.9753,9.96185,11.8674,3,0.0307493,0.0310633,0,0,0,0,0.0851369,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0.581438
0205,1280,720,0.317583,0.513825,0.151496,0.34519,0.558491,0.120735,0.337227,0.545608,0.0928927,0.449073,0.532847,0.120429,10.4808,10.9837,9.97794,11.8801,3,0.075362,0.077276,0.0797872,0.00592642,0,0.0022111,0.119322,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,4,1,4,1,4,1,4,2,4,1,4,3,4,0.617406
0206,1280,720,0.336186,0.526788,0.136185,0.344496,0.539809,0.133766,0.319318,0.500356,0.13679,0.938274,0.520931,0.13186,10.5164,11.0139,10.019,11.9204,3,0.0540425,0.0550187,0.0218978,0.000633839,0,0.00907399,0.129556,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,4,1,2,2,2,2,2,2,1,0.610842
0207,1280,720,0.336037,0.611387,0.131934,0.330666,0.601616,0.123864,0.333297,0.606401,0.118648,0.147134,0.593121,0.120793,10.5107,11.0035,10.0178,11.9137,3,0.186401,0.198554,0.0410959,0.00361801,0,0.00131614,0.0799261,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,0.578338
0208,960,720,0.331695,0.485246,0.0516672,0.348381,0.509657,0.0544674,0.319923,0.468025,0.0611026,0.500403,0.487709,0.0519322,10.5255,11.0234,10.0275,11.9285,3,0.0843391,0.0867401,0.0408163,0.00184426,0,0.00309457,0.127481,0.2997,0.499501,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,2,1,4,4,1,1,4,4,1,1,1,4,0.584324
0209,1280,720,0.310391,0.289369,0.117976,0.314756,0.293438,0.131941,0.374853,0.349466,0.150524,0.341852,0.292605,0.1234,10.508,11,10.0161,11.9075,3,0.0819007,0.0841642,0.0511364,0.00220148,0,0.00777629,0.0827527,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,4,2,2,2,2,2,2,0.516342
0210,1280,720,0.309004,0.312486,0.0669769,0.358057,0.362092,0.0778948,0.332939,0.336692,0.0785832,0.227787,0.337461,0.0692002,10.5016,10.9927,10.0104,11.8979,3,0.276243,0.303807,0.0413223,0.00325446,0,0.0152325,0.0628376,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,0.59428
0211,1280,720,0.41753,0.268079,0.178893,0.32365,0.207803,0.162891,0.258821,0.166179,0.17259,0.450165,0.216639,0.161043,10.4887,10.981,9.99635,11.8835,3,0.0741201,0.0759703,0.0322581,0.0012689,0,0.00699377,0.0538467,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,4,2,2,1,1,0.506618
0212,1280,720,0.402382,0.385813,0.0936387,0.356851,0.342157,0.0827848,0.240766,0.230852,0.0555006,0.270229,0.33571,0.0812439,10.5035,11.0041,10.0028,11.8946,3,0.0191639,0.0192853,0.944056,0.106927,0,0.175519,0.129982,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,1,4,1,3,1,1,4,4,1,1,1,1,0.591861
0213,320,240,0.301379,0.508714,0.219349,0.36409,0.614568,0.161667,0.334531,0.564672,0.183529,0.486901,0.565835,0.175709,10.5417,11.0317,10.0516,11.9341,3,0.0821311,0.0844052,0.0136986,0.000611444,0,0.000993822,0.143265,0.2997,0.499501,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,1,1,2,4,2,2,2,4,2,2,2,2,0.508246
0214,1280,720,0.349503,0.402657,0.151544,0.311084,0.358396,0.147045,0.339413,0.391033,0.154798,0.362404,0.367776,0.145712,10.5424,11.0309,10.0539,11.9343,3,0.137908,0.144442,0.27027,0.018135,0.00675676,0.0252517,0.101748,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,4,1,1,3,4,2,1,1,0.551468
0215,1280,720,0.358968,0.323182,0.184332,0.329971,0.297075,0.181556,0.311061,0.28005,0.183366,0.223888,0.296875,0.176453,10.5316,11.0217,10.0414,11.9226,3,0.0796127,0.0817483,0.120567,0.0105738,0,0.0197469,0.085543,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,0.508219
0216,480,360,0.321957,0.386689,0.098798,0.364467,0.437746,0.0645305,0.313576,0.376623,0.0671273,0.221933,0.407215,0.0641728,10.5432,11.0315,10.0549,11.9414,3,0.0894908,0.0921972,0.0772727,0.0030016,0,0.0134759,0.108764,0.2997,0.499501,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,0.550795
0217,1276,720,0.356687,0.576757,0.0854839,0.344234,0.55662,0.0881048,0.299079,0.483605,0.0812474,0.273194,0.543285,0.0827886,10.5518,11.0404,10.0632,11.9512,3,0.0545932,0.0555883,0,0,0,0,0.126355,0.3,0.5,0.3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,2,1,2,4,2,1,4,4,2,3,4,4,4,0.614344
0218,1280,720,0.354335,0.496384,0.198855,0.345215,0.483607,0.191329,0.30045,0.420897,0.182761,0.463644,0.470729,0.186182,10.5565,11.0479,10.0651,11.9552,3,0.0340686,0.0344534,0.131868,0.0164505,0,0.0113338,0.113301,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,0.528742
0219,1280,720,0.334308,0.507123,0.0447652,0.324192,0.491777,0.0389743,0.341499,0.51803,0.0378088,1,0.489369,0.0388917,10.5734,11.0475,10.0992,11.9744,3,0.0983411,0.101616,0.0128205,0.00134882,0,0.00042735,0.121676,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,2,3,2,2,3,2,2,2,2,2,2,2,0.628321
0220,1280,720,0.351526,0.265242,0.12008,0.334435,0.252346,0.1128,0.31404,0.236957,0.102924,0.16429,0.249355,0.110796,10.5629,11.0308,10.0951,11.9613,3,0.140955,0.147784,0.0594059,0.00674666,0.0049505,0.00832848,0.0817924,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,2,2,4,1,1,2,2,2,2,2,0.513334
0221,1280,720,0.330323,0.432381,0.155081,0.369613,0.483811,0.177793,0.300064,0.392773,0.175531,0.409392,0.448928,0.162974,10.5603,11.027,10.0936,11.9586,3,0.102088,0.105623,0.0958904,0.00533622,0,0.0102068,0.0935659,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,1,2,2,2,1,2,2,2,2,4,2,0.546803
0222,1280,720,0.33909,0.447016,0.0887814,0.355783,0.469022,0.0955611,0.305127,0.402243,0.0972077,1,0.445779,0.0893701,10.5973,11.0691,10.1256,11.9965,3,0.0205851,0.0207248,0.238095,0.00926295,0,0.0236895,0.165899,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,2,4,1,1,2,1,1,1,3,1,1,4,1,0.620539
0223,1280,552,0.365486,0.289883,0.188055,0.311553,0.247106,0.164227,0.32296,0.256153,0.164976,0.159813,0.255674,0.167222,10.5737,11.0439,10.1035,11.9717,3,0.0885812,0.0912294,0.032,0.00297875,0,0.00207059,0.0562082,0.25,0.416667,0.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,1,2,4,1,2,2,1,1,2,1,0.450357
0224,1280,720,0.316735,0.323767,0.111502,0.35768,0.365621,0.131992,0.325585,0.332813,0.122766,0.538691,0.342497,0.121991,10.5691,11.0371,10.1011,11.9665,3,0.0676978,0.069234,0.037037,0.000831645,0,0.0161946,0.101025,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,4,2,2,2,2,2,0.464571
0225,1280,720,0.400239,0.450752,0.0962987,0.318943,0.359196,0.105542,0.280818,0.31626,0.102088,0.126739,0.374077,0.0987489,10.5635,11.0317,10.0953,11.9606,3,0.101172,0.104643,0.146067,0.017774,0.011236,0.0322979,0.062599,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,4,4,1,1,1,2,4,1,1,4,4,1,4,0.598913
